ruta;bloque;extension;bytes;lineas;sintaxis_ok;imports_relativos_no_resueltos;marcador_temporal_todo;usa_any
src/infrastructure/persistence/PersistenceBootstrap.ts;Infrastructure Core (sin IA);.ts;2788;177;SI;0;NO;NO
src/infrastructure/persistence/Repository.ts;Infrastructure Core (sin IA);.ts;2781;171;SI;0;SI;NO
src/infrastructure/persistence/RepositoryContext.ts;Infrastructure Core (sin IA);.ts;2535;137;SI;0;SI;NO
src/infrastructure/persistence/RepositoryFactory.ts;Infrastructure Core (sin IA);.ts;3419;205;SI;0;NO;NO
src/infrastructure/persistence/RepositoryManager.ts;Infrastructure Core (sin IA);.ts;2693;127;SI;0;NO;NO
src/infrastructure/persistence/RulesRepository.ts;Infrastructure Core (sin IA);.ts;4188;318;SI;0;NO;NO
src/infrastructure/services/ApplicationContext.ts;Infrastructure Core (sin IA);.ts;3055;153;SI;0;NO;NO
src/infrastructure/services/Bootstrapper.ts;Infrastructure Core (sin IA);.ts;2823;164;SI;0;NO;NO
src/infrastructure/services/DependencyResolver.ts;Infrastructure Core (sin IA);.ts;3835;266;SI;0;NO;NO
src/infrastructure/services/LifetimeManager.ts;Infrastructure Core (sin IA);.ts;4328;286;SI;0;NO;NO
src/infrastructure/services/ServiceContainer.ts;Infrastructure Core (sin IA);.ts;3785;256;SI;0;NO;NO
src/infrastructure/services/ServiceRegistry.ts;Infrastructure Core (sin IA);.ts;3202;146;SI;1;NO;NO
src/knowledge/InferenceEngine.ts;Conocimiento normativo y datos;.ts;827;41;SI;0;NO;NO
src/knowledge/KnowledgeAction.ts;Conocimiento normativo y datos;.ts;945;58;SI;0;NO;NO
src/knowledge/KnowledgeCondition.ts;Conocimiento normativo y datos;.ts;699;48;SI;0;NO;NO
src/knowledge/KnowledgeFact.ts;Conocimiento normativo y datos;.ts;460;23;SI;0;NO;NO
src/knowledge/KnowledgeRule.ts;Conocimiento normativo y datos;.ts;1065;64;SI;0;NO;NO
src/knowledge/LCSPKnowledge.ts;Conocimiento normativo y datos;.ts;5781;329;SI;0;SI;NO
src/knowledge/LegalDecision.ts;Conocimiento normativo y datos;.ts;910;55;SI;0;NO;NO
src/knowledge/LegalRule.ts;Conocimiento normativo y datos;.ts;1532;95;SI;0;NO;NO
src/knowledge/LegalRulesCatalog.ts;Conocimiento normativo y datos;.ts;2013;112;SI;0;NO;NO
src/knowledge/RuleEngine.ts;Conocimiento normativo y datos;.ts;1659;98;SI;0;SI;NO
src/knowledge/lcsp/LibroI.ts;Conocimiento normativo y datos;.ts;1283;86;SI;0;NO;NO
src/knowledge/rules/CriteriosAdjudicacionRules.ts;Conocimiento normativo y datos;.ts;4131;261;SI;0;SI;NO
src/knowledge/rules/NecesidadRules.ts;Conocimiento normativo y datos;.ts;2339;139;SI;0;SI;NO
src/knowledge/rules/ObjetoRules.ts;Conocimiento normativo y datos;.ts;4078;265;SI;0;SI;NO
src/knowledge/rules/ProcedimientoRules.ts;Conocimiento normativo y datos;.ts;3307;199;SI;0;SI;NO
src/knowledge/rules/PublicidadRules.ts;Conocimiento normativo y datos;.ts;5075;320;SI;0;SI;NO
src/knowledge/rules/SolvenciaRules.ts;Conocimiento normativo y datos;.ts;3988;256;SI;0;NO;NO
src/repositories/KnowledgeRepository.ts;Arquitectura transversal/legacy;.ts;1549;92;SI;0;SI;NO
src/tools/architecture/ArchitectureInspector.ts;Arquitectura transversal/legacy;.ts;4726;248;SI;0;NO;NO
src/tools/architecture/DeadCodeDetector.ts;Arquitectura transversal/legacy;.ts;4591;268;SI;0;NO;NO
src/tools/architecture/DependencyGraph.ts;Arquitectura transversal/legacy;.ts;5082;323;SI;0;SI;NO
src/tools/architecture/DuplicateDetector.ts;Arquitectura transversal/legacy;.ts;5920;381;SI;0;NO;NO
src/tools/architecture/FileScanner.ts;Arquitectura transversal/legacy;.ts;4331;290;SI;0;SI;NO
src/tools/architecture/ImportAnalyzer.ts;Arquitectura transversal/legacy;.ts;3760;251;SI;0;SI;NO
src/tools/architecture/MarkdownReportGenerator.ts;Arquitectura transversal/legacy;.ts;5005;265;SI;0;NO;NO
src/tools/architecture/StatisticsGenerator.ts;Arquitectura transversal/legacy;.ts;3424;191;SI;0;NO;NO
src/ui/App.tsx;Frontend/UI;.tsx;4195;134;SI;0;NO;NO
src/ui/components/Navigation.tsx;Frontend/UI;.tsx;5247;291;SI;0;NO;NO
src/ui/index.ts;Frontend/UI;.ts;922;31;SI;0;SI;NO
src/ui/layouts/MainLayout.tsx;Frontend/UI;.tsx;3135;131;SI;0;NO;NO
src/ui/theme/Theme.ts;Frontend/UI;.ts;4786;345;SI;0;SI;NO
src/ui/types/index.ts;Frontend/UI;.ts;3222;199;SI;0;NO;NO
src/workflow/ExpedienteOrchestrator.ts;Workflow;.ts;4359;274;SI;0;SI;NO
src/workflow/WorkflowExpediente.ts;Workflow;.ts;2569;164;SI;0;NO;NO
